106228758905254036967	5056
111091089527727420853	4967
112787435697866537461	4931
106382433884876652170	4914
109130886479781915270	4906
115573545440464933254	4905
103752943025677384806	4901
114124942936679476879	4897
116807883656585676940	4879
116931379084245069738	4857
117734260411963901771	4838
114122960748905067938	4811
109596373340495798827	4785
112463391491520264813	4772
101626577406833098387	4736
105646458226420473639	4700
116825083494890429556	4621
100668989009254813743	4613
112573107772208475213	4609
107040353898400532534	4598
104905626100400792399	4567
115273860520983542999	4552
106186407539128840569	4428
105390077271236874234	4409
107489144252174167638	4387
101783485458458787405	4286
110656253137238747090	4274
114147483140782280818	4245
115455024457484679647	4197
111048918866742956374	4182
112542721744876170293	4149
108778680297941875527	4102
115188225931820970468	4074
112278008753579196511	4018
111998180803628558516	4016
113718775944980638561	3974
104591893998825912318	3963
117184181258526632678	3961
101326473558851266458	3944
104166683851434520973	3907
107609501158534562375	3893
102567913505427533346	3888
103145406846784293020	3883
106724181552911298818	3876
115489093988888524022	3842
102742333797709782764	3837
101373961279443806744	3831
118390681236880798223	3819
110170478425532185128	3818
106992323093389636048	3805
107958599012052618167	3804
101298898622388209336	3786
114335257693284472091	3785
113920526057233976680	3781
114741611489731737021	3760
106743481357860745207	3741
118301801570268856235	3740
117151429143865176097	3739
103364024324721115547	3737
109787340448372368173	3733
116265180994399322519	3729
100080670028138179312	3706
108872036879266293791	3704
109689479493494802606	3690
111975224012018194892	3689
110945896776944314708	3672
104723167398398004122	3666
105927290057910590380	3655
107852116567929997812	3649
106184175792888814619	3649
107988063062924494316	3646
112092526384728873892	3636
110441797803247642088	3626
111284141301267844995	3622
100962627237594547235	3616
100318284953757812785	3615
116286807521280121863	3608
111058843129764709244	3606
105565257978663183206	3605
110754372087865732397	3592
118249659762501201824	3591
112931539494181042672	3587
116339430670263519533	3577
115754371967324227307	3576
113789110566197571887	3568
114989358912013434555	3566
107386249394822179765	3562
107590093667978669374	3548
115260307850276266872	3545
115595685535906979585	3539
115513063090118794840	3535
102541295037745440355	3534
113171096418029011322	3531
106206424594758074492	3528
113870319652943892996	3525
114972221948028006870	3516
104405539079062799451	3516
110322434906305176733	3512
109410701460407703403	3508
117327973844438638644	3506
