111091089527727420853	17055
106189723444098348646	15950
105237212888595777019	15594
109813896768294978296	14061
104987932455782713675	13199
107117483540235115863	12679
112063946124358686266	12666
101849747879612982297	11774
118418436905562612953	11279
101261243957067319422	11116
109412257237874861202	10634
109895887909967698705	10472
113686253941057080055	10461
113116318008017777871	10420
113455290791279442483	10303
102476152658204495450	10285
110286587261352351537	10131
118207880179234484610	9950
108176814619778619437	9863
110318982509514011806	9557
100535338638690515335	9228
113612142759476883204	9010
112374836634096795698	8784
109330684746468207713	8564
105076678694475690385	8363
102518365620075109973	8322
107234826207633309420	8319
114536133164105123829	8298
100962871525684315897	8215
101035196437264488455	7989
116594199576805510790	7770
108189587050871927619	7734
113117251731252114390	7681
107753428759636856492	7631
107033731246200681024	7585
118320665823821681206	7551
108159551615224338529	7539
104560124403688998123	7418
102373191596205712937	7351
102034052532213921839	7343
114056084994793924628	7323
101793532287583914396	7315
113141491911286106535	7309
108527329601014444443	7276
107362628080904735459	7245
102871123574468799566	7191
112726038360301567381	7158
100518419853963396365	7157
116805285176805120365	7046
102865263115020893218	7016
102377882249382281108	7001
107459220492917008623	6987
105256156026694816333	6960
101145980349117737014	6956
108470782772821648496	6951
102533732658641069172	6922
111873853137122484021	6700
107982618909749811163	6693
113097851206100618060	6688
116040565882702717981	6676
111962077049890418486	6668
111538009015644508967	6668
103486150650858067282	6628
108705174211639807508	6584
107494834634231938072	6577
114369704013100203178	6506
114229157887417365950	6437
112617127041903537004	6425
101962829696981365403	6398
116214152295449083654	6341
112844561713780016118	6340
108981679893410895534	6227
117697399358826098478	6185
117421021456205115327	6178
105336425684208963598	6175
114618043230336563405	6114
103216887847401478447	6097
110258598415939907971	6084
115360471097759949621	6044
109074857816744029470	5984
100968313568314999910	5946
108082478497335384404	5946
106831762557971378854	5940
115530776534617554663	5931
106717946845088683921	5929
117681034834791918293	5922
105547060999578080024	5900
103716847685048716973	5895
115105647022907007398	5877
106289562822644692555	5848
117691391504351341685	5816
105216491640488683417	5807
116247667398036716276	5751
105390077271236874234	5747
103861741370066605527	5742
106318111152683661692	5715
111310990991240556038	5686
111499908439497508351	5639
111262146038004038186	5638
115204805503581947511	5632
